x,y
127.0589,37.5839
127.0672,37.58034
127.0655,37.58159
127.0573,37.57642
127.0642,37.58093
127.0465,37.5805
127.06,37.5838
127.0667,37.57665
127.0519,37.58125
127.0549,37.57508
127.0542,37.58322
127.0537,37.58256
127.0495,37.57826
127.0439,37.57944
127.0469,37.58053
127.0551,37.58115
127.0641,37.57693
127.0484,37.57742
127.0605,37.57946
127.0597,37.5795
127.0553,37.58288
127.0547,37.58409
127.0493,37.57987
127.0598,37.58015
127.0601,37.57879
127.0537,37.58328
127.0612,37.57641
127.052,37.58101
127.0591,37.57714
127.0644,37.58143
127.066,37.57682
127.0534,37.58706
127.0506,37.57822
127.0504,37.58186
127.0555,37.57538
127.0598,37.58248
127.0583,37.58257
127.0534,37.58509
127.0613,37.5806
127.0504,37.57805
127.0578,37.57816
127.0553,37.57839
127.0545,37.58752
127.0598,37.58041
127.0553,37.57657
127.0546,37.58746
127.0518,37.57678
127.0592,37.5789
127.0586,37.58447
127.0482,37.58107
127.0644,37.58054
127.0628,37.57954
127.051,37.58301
127.0584,37.58122
127.0593,37.58012
127.0459,37.57422
127.0556,37.5757
127.0471,37.57994
127.0634,37.57795
127.0561,37.58019
127.0607,37.57736
127.0656,37.57822
127.0558,37.57866
127.0704,37.60391
127.0598,37.59647
127.0658,37.59825
127.0566,37.5982
127.06,37.59416
127.0534,37.59901
127.0642,37.60419
127.0551,37.5948
127.0687,37.60316
127.0681,37.60085
127.065,37.59961
127.0695,37.60372
127.0584,37.59429
127.0569,37.59581
127.0585,37.59494
127.0532,37.59995
127.0723,37.60086
127.0606,37.59441
127.0691,37.6029
127.0625,37.6039
127.0674,37.60431
127.0582,37.59348
127.0685,37.604
127.0571,37.59633
127.0639,37.60537
127.0652,37.60051
127.0687,37.60307
127.0629,37.59491
127.0607,37.5985
127.0699,37.60528
127.0595,37.59566
127.0639,37.59508
127.0627,37.60066
127.0665,37.59966
127.0602,37.59515
127.0651,37.60452
127.057,37.59492
127.0575,37.59739
127.0681,37.60254
127.0604,37.59856
127.0651,37.60574
127.0652,37.59763
127.0652,37.59631
127.0672,37.60448
127.0679,37.59602
127.0695,37.60609
127.0593,37.59436
127.0692,37.59777
127.0715,37.60098
127.0578,37.59896
127.0621,37.60204
127.0692,37.59741
127.0531,37.60034
127.0701,37.60261
127.0642,37.596
127.0718,37.60184
127.0683,37.6008
127.0608,37.59941
127.0578,37.59462
127.0659,37.60121
127.0675,37.60474
127.0616,37.60054
127.06,37.59543
127.0634,37.60046
127.0664,37.59986
127.0581,37.59587
127.0713,37.60212
127.0616,37.59616
127.0707,37.6056
127.0713,37.60319
127.0628,37.59802
127.0563,37.59161
127.0615,37.6034
127.0582,37.59379
127.0705,37.60185
127.0593,37.59482
127.0626,37.59517
127.0616,37.5986
127.0675,37.59848
127.0695,37.59879
127.0702,37.60281
127.0627,37.5955
127.0649,37.60438
127.0722,37.60282
127.0664,37.58794
127.0721,37.58554
127.0612,37.59047
127.0558,37.58872
127.0575,37.58679
127.0572,37.58594
127.0638,37.58965
127.0692,37.59323
127.064,37.59464
127.0716,37.58257
127.0604,37.59064
127.0677,37.58472
127.0613,37.58761
127.056,37.58923
127.0646,37.59161
127.0653,37.58501
127.0592,37.59116
127.0589,37.58959
127.0688,37.58575
127.0628,37.59084
127.0595,37.58826
127.0599,37.58978
127.0657,37.58543
127.0601,37.58802
127.0622,37.58775
127.0646,37.58653
127.0676,37.5944
127.0618,37.58895
127.0626,37.58848
127.0614,37.59177
127.0649,37.58659
127.0676,37.59377
127.0543,37.5883
127.0609,37.58922
127.0582,37.58881
127.0574,37.58586
127.0596,37.59028
127.0678,37.59295
127.0672,37.58294
127.0659,37.58294
127.0676,37.58639
127.0642,37.58175
127.0644,37.59177
127.0664,37.59044
127.0605,37.5911
127.0675,37.58391
127.0702,37.58583
127.0613,37.59254
127.0593,37.59112
127.0592,37.59099
127.0582,37.59077
127.0642,37.59025
127.0656,37.58228
127.0625,37.58853
127.0593,37.58767
127.0614,37.59063
127.0696,37.58218
127.0677,37.5906
126.9453,37.49692
126.9443,37.4954
126.9469,37.50651
126.9488,37.49745
126.9368,37.49904
126.9317,37.49439
126.9587,37.49819
126.9482,37.49834
126.9459,37.49944
126.9392,37.50065
126.9303,37.49673
126.9454,37.50157
126.9567,37.49183
126.9388,37.49741
126.951,37.49301
126.9378,37.50207
126.9389,37.49862
126.9613,37.49749
126.9423,37.49475
126.9462,37.49577
126.9537,37.50257
126.9419,37.49548
126.9452,37.49375
126.9405,37.49649
126.9356,37.49402
126.9388,37.50132
126.9413,37.49377
126.9497,37.49734
126.9308,37.49703
126.9517,37.49463
126.9454,37.50477
126.9356,37.49946
126.9444,37.49713
126.9526,37.49293
126.9324,37.50082
126.9584,37.49432
126.9441,37.50547
126.9293,37.50414
126.9552,37.49327
126.9382,37.49647
126.9438,37.50093
126.9505,37.49655
126.9422,37.50068
126.9458,37.49691
126.9331,37.49573
126.9354,37.50271
126.954,37.49484
126.9476,37.49414
126.958,37.49262
126.9444,37.5057
126.9376,37.49924
126.9368,37.49539
126.9599,37.49429
126.9308,37.49886
126.9448,37.50501
126.9383,37.49477
126.9448,37.49715
126.9332,37.49921
126.9622,37.49631
126.9445,37.50228
126.956,37.50019
126.9323,37.50149
126.9333,37.49946
126.9463,37.50141
126.9513,37.50738
126.9305,37.50136
126.9428,37.49645
126.9412,37.50366
126.9432,37.49233
126.9391,37.50244
126.9533,37.5048
126.9434,37.49619
126.9442,37.4935
126.9546,37.49455
126.9416,37.49342
126.9354,37.49835
126.932,37.49855
126.9313,37.49335
126.9434,37.50548
126.9431,37.49365
126.9357,37.4998
126.9455,37.50568
126.9524,37.49474
126.9382,37.49989
126.9381,37.49695
126.9523,37.49614
126.9361,37.50307
126.9431,37.49845
126.9392,37.50073
126.9415,37.49294
126.9376,37.50265
126.9536,37.50281
126.9439,37.5055
126.9377,37.50563
126.9372,37.49804
126.9568,37.49539
126.9412,37.49707
126.9435,37.49343
126.9569,37.49568
126.9528,37.50771
126.9541,37.50022
126.9463,37.50364
126.9382,37.49451
126.937,37.4976
126.9411,37.49827
126.9372,37.50439
126.9518,37.49523
126.9369,37.50237
126.9363,37.49762
126.9388,37.50257
126.932,37.50169
126.9625,37.49532
126.9327,37.49967
126.9427,37.49717
126.9408,37.49499
126.9348,37.49531
126.9542,37.50702
126.9348,37.50258
126.9546,37.49998
126.9528,37.50764
126.9542,37.50121
126.9532,37.4956
126.9594,37.49553
126.9362,37.49943
126.9316,37.5029
126.9503,37.49919
126.9543,37.50293
126.9543,37.49166
126.9331,37.49828
126.9435,37.50565
126.9462,37.49438
126.9411,37.49599
126.946,37.49887
126.9344,37.50443
126.9392,37.50537
126.9296,37.50215
126.9333,37.49595
126.9335,37.49375
126.9521,37.49745
126.9293,37.50203
126.9368,37.49731
126.9513,37.49964
126.9461,37.49641
126.9521,37.49993
126.9458,37.49547
126.9334,37.50077
126.9443,37.50161
126.9628,37.49517
126.9578,37.49519
126.9573,37.49537
126.9383,37.50097
126.9462,37.49521
126.9517,37.49696
126.9374,37.49996
126.9411,37.49659
126.902,37.47375
126.905,37.47054
126.8964,37.46292
126.9061,37.47443
126.903,37.47465
126.8983,37.47087
126.9109,37.46651
126.8904,37.46962
126.8922,37.46606
126.9028,37.46915
126.8932,37.46172
126.8888,37.45837
126.904,37.46664
126.8985,37.46161
126.9021,37.46853
126.8925,37.47131
126.898,37.47323
126.9025,37.46989
126.9086,37.46632
126.9005,37.47341
126.9013,37.47254
126.8918,37.46213
126.894,37.4679
126.9018,37.47464
126.8923,37.46982
126.9045,37.46721
126.8906,37.45971
126.9061,37.47237
126.8922,37.46188
126.9034,37.46927
126.9074,37.47054
126.9055,37.47881
126.9044,37.47863
126.8946,37.47092
126.9061,37.47783
126.9049,37.47317
126.89,37.46536
126.8922,37.46623
126.9063,37.474
126.9091,37.47071
126.8924,37.46036
126.9,37.4699
126.9087,37.47421
126.8912,37.47158
126.9016,37.46191
126.8976,37.47693
126.8918,37.45413
126.8943,37.45416
126.9053,37.46538
126.8937,37.46308
126.8912,37.45479
126.8882,37.46206
126.8986,37.47299
126.8993,37.4781
126.9034,37.4719
126.9024,37.46967
126.8983,37.46628
126.9007,37.46528
126.9024,37.47527
126.8949,37.47059
126.8892,37.46459
126.9007,37.46254
126.9009,37.4793
126.9056,37.47549
126.9002,37.46178
126.8905,37.45404
126.8965,37.47081
126.8987,37.47766
126.8916,37.46136
126.8981,37.45976
126.892,37.47225
126.8962,37.45857
126.8972,37.46923
126.9092,37.47593
126.8889,37.4698
126.9017,37.47046
126.8984,37.46363
126.8991,37.46165
126.8942,37.46128
126.9007,37.46635
126.9118,37.46667
126.893,37.45571
126.8939,37.45903
126.9104,37.47364
126.9063,37.47697
126.9063,37.47896
126.8979,37.46681
126.8874,37.45578
126.8913,37.46337
126.8838,37.46405
126.9018,37.46733
126.8943,37.47146
126.8932,37.46172
126.8982,37.46297
126.9075,37.47092
126.8947,37.45725
126.8964,37.46612
126.9017,37.47026
126.9003,37.46557
126.9095,37.47522
126.8998,37.47299
126.9073,37.46447
126.8879,37.46462
126.9027,37.46796
126.8881,37.45566
126.9008,37.46023
126.8883,37.46364
126.9106,37.46749
126.9011,37.47835
126.899,37.47712
126.9003,37.47696
126.8927,37.46442
126.8971,37.46429
126.9071,37.4755
126.8851,37.46269
126.8961,37.47013
126.8909,37.46699
126.8937,37.47045
126.898,37.46269
126.8965,37.47442
126.9114,37.47711
126.9047,37.46535
126.8989,37.47252
126.8991,37.47779
126.8948,37.47117
126.8958,37.4685
126.8992,37.46751
126.9022,37.47897
126.8848,37.46442
126.9054,37.47802
126.9008,37.47258
126.8922,37.4681
126.8916,37.45262
126.8891,37.46209
126.9029,37.47605
126.9061,37.47285
126.9026,37.47331
126.8909,37.45478
126.8913,37.4607
126.9084,37.47408
126.8908,37.46963
126.894,37.4649
126.8846,37.46329
126.8966,37.47168
126.8944,37.47191
126.8969,37.46357
126.8929,37.46515
126.8984,37.4784
126.891,37.4698
126.8896,37.46948
126.9016,37.47107
126.9009,37.47612
126.8906,37.46185
126.8924,37.45431
126.9042,37.47402
126.8975,37.46761
126.9029,37.4779
126.902,37.46248
126.9047,37.47651
126.8967,37.47301
126.9034,37.46741
126.8923,37.47022
126.8958,37.46868
126.9113,37.47672
126.8959,37.45986
126.909,37.477
126.8981,37.47469
126.9079,37.46994
126.8965,37.47268
126.8941,37.45911
126.8976,37.47624
126.8889,37.47067
126.9036,37.4757
126.8877,37.47056
126.8996,37.46466
126.8935,37.46137
126.908,37.47675
126.9011,37.47172
126.8977,37.47444
126.8915,37.46999
126.8876,37.4604
126.9106,37.46709
126.8985,37.46407
126.8944,37.47451
126.9094,37.47667
126.8931,37.45821
126.901,37.47284
126.8987,37.47038
126.8959,37.47153
126.8882,37.45869
126.9018,37.47816
126.8907,37.46404
126.9023,37.47714
126.8846,37.46339
126.9007,37.46829
126.9014,37.46904
126.9074,37.46864
126.9016,37.46426
126.9051,37.4654
126.9078,37.47844
126.908,37.47061
126.9075,37.46504
126.9018,37.47032
126.9007,37.466
126.8989,37.4681
126.9019,37.46552
126.9074,37.46596
126.8948,37.47392
126.9027,37.47192
126.9074,37.47856
126.8943,37.4669
126.9128,37.44465
126.9034,37.43872
126.9083,37.43721
126.9194,37.44478
126.908,37.44181
126.9004,37.44167
126.9103,37.45007
126.9,37.4494
126.9074,37.44814
126.8965,37.44631
126.9089,37.45043
126.9167,37.45296
126.9224,37.45146
126.9039,37.45169
126.9155,37.44739
126.9037,37.45003
126.9166,37.45457
126.9131,37.44557
126.9197,37.44091
126.9208,37.44356
126.9109,37.45132
126.9106,37.45375
126.8967,37.45166
126.9198,37.45053
126.9197,37.44928
126.9045,37.45522
126.9245,37.44921
126.9103,37.44884
126.9222,37.45404
126.9016,37.43787
126.9149,37.44258
126.9176,37.44052
126.9108,37.4614
126.9121,37.45975
126.9023,37.45834
126.9214,37.45055
126.9092,37.44257
126.9148,37.44783
126.9063,37.43637
126.9074,37.45529
126.9095,37.44486
126.9147,37.44979
126.8951,37.45428
126.8962,37.45364
126.9028,37.45669
126.909,37.44258
126.9079,37.45876
126.9216,37.44366
126.9078,37.45138
126.9041,37.45841
126.8974,37.45721
126.9128,37.43949
126.9088,37.43419
126.9179,37.44416
126.9135,37.44176
126.9063,37.44676
126.8972,37.45391
126.9048,37.45124
126.9171,37.44727
126.9251,37.44996
126.9085,37.46041
126.9117,37.45506
126.9144,37.45532
126.8988,37.45231
126.8958,37.45268
126.9088,37.43908
126.8983,37.4432
126.9019,37.43746
126.9079,37.45368
126.9051,37.44568
126.9164,37.45455
126.9007,37.44588
126.9094,37.46154
126.9147,37.45125
126.9027,37.43788
126.8986,37.44524
126.8977,37.45513
126.9113,37.45159
126.8972,37.44991
126.9016,37.44725
126.9206,37.45318
126.9086,37.45919
126.9085,37.45412
126.9098,37.4592
126.9116,37.46011
126.9257,37.45253
126.91,37.45326
126.9113,37.45441
126.9213,37.44522
126.8994,37.44909
126.9211,37.44361
126.9037,37.4497
126.9159,37.45137
126.9129,37.45899
126.9141,37.44342
126.9196,37.446
126.9076,37.45211
126.9168,37.44445
126.9093,37.441
126.9045,37.44775
126.9204,37.44693
126.9066,37.44087
126.9031,37.4347
126.9145,37.45173
126.9101,37.45049
126.9066,37.45038
126.9092,37.46298
126.91,37.45578
126.9061,37.46292
126.911,37.46243
126.9064,37.44104
126.9227,37.45116
126.91,37.43977
126.8956,37.44688
126.9132,37.46466
126.9119,37.44876
126.9077,37.45994
126.9218,37.44682
126.9097,37.46092
126.9067,37.44505
126.8964,37.45295
126.9094,37.45138
126.9213,37.44904
126.9159,37.45557
126.9003,37.44925
126.9157,37.45064
126.9138,37.44987
126.9103,37.43682
126.897,37.44681
126.8983,37.45261
126.9025,37.45017
126.9233,37.44712
126.9195,37.45614
126.9056,37.44966
126.8957,37.44644
126.9111,37.44248
126.9201,37.44332
126.911,37.44851
126.9056,37.44408
126.898,37.45468
126.8941,37.45713
126.9098,37.4427
126.9236,37.44718
126.912,37.44985
126.9207,37.4421
126.9222,37.45445
126.9103,37.43511
126.9057,37.45951
126.9083,37.46377
126.9088,37.43854
126.9041,37.46179
126.9238,37.44798
126.9179,37.45594
126.925,37.44705
126.8978,37.45566
126.8948,37.45442
126.9062,37.45597
126.9078,37.44163
126.8974,37.45681
126.9105,37.45839
126.8938,37.45663
126.9086,37.46048
126.9052,37.45048
126.9235,37.45136
126.9019,37.43994
126.909,37.43398
126.9187,37.45223
126.9062,37.43923
126.8613,37.49467
126.8507,37.48675
126.8555,37.49428
126.8571,37.49093
126.8401,37.50503
126.8625,37.49398
126.8622,37.49096
126.8446,37.50114
126.8428,37.49982
126.8588,37.49421
126.8473,37.50125
126.8647,37.49289
126.8468,37.49907
126.852,37.49469
126.8558,37.49576
126.8557,37.48796
126.8494,37.49026
126.8573,37.4927
126.8486,37.49905
126.8549,37.4979
126.8618,37.49256
126.8506,37.49832
126.84,37.50276
126.8552,37.49819
126.8477,37.49829
126.8554,37.48995
126.8421,37.50378
126.8483,37.49863
126.8523,37.48921
126.8477,37.50404
126.8511,37.49248
126.8468,37.50342
126.8501,37.49911
126.8434,37.50234
126.8489,37.48886
126.8497,37.50132
126.8486,37.48524
126.8433,37.50236
126.8596,37.49333
126.8519,37.49428
126.8507,37.49392
126.8581,37.49139
126.8666,37.49366
126.8514,37.49676
126.8674,37.49389
126.8509,37.49462
126.8497,37.48806
126.8592,37.49572
126.8454,37.50756
126.8471,37.50427
126.8565,37.49211
126.8521,37.49885
126.8504,37.49767
126.8505,37.49417
126.8546,37.48649
126.8506,37.48346
126.8476,37.4995
126.8557,37.49097
126.8423,37.50162
126.8665,37.4934
126.8476,37.50363
126.8382,37.50305
126.858,37.49486
126.8599,37.49556
126.8513,37.48979
126.8567,37.49289
126.8473,37.48623
126.8609,37.48953
126.8467,37.50069
126.8517,37.48251
126.8529,37.488
126.8442,37.50031
126.8659,37.49231
126.8495,37.50124
126.8539,37.49263
126.8451,37.50741
126.8524,37.48772
126.8463,37.49962
126.8602,37.49626
126.8647,37.49191
126.8491,37.49003
126.8526,37.48793
126.8529,37.48289
126.8597,37.49085
126.8576,37.49543
126.8583,37.49237
126.8493,37.49407
126.8552,37.49667
126.8592,37.4972
126.858,37.49251
126.8483,37.49921
126.8561,37.49438
126.8627,37.49195
126.8572,37.49429
126.8532,37.4895
126.8445,37.50219
126.8488,37.48931
126.8472,37.50018
126.8547,37.49743
126.8539,37.48695
126.8543,37.49387
126.8378,37.50158
126.8589,37.49036
126.8442,37.50254
126.8557,37.49323
126.8638,37.49528
126.8494,37.50176
126.8511,37.48872
126.8548,37.49966
126.8589,37.48915
126.8652,37.49318
126.8514,37.49968
126.8708,37.49628
126.8739,37.49253
126.8712,37.49428
126.8969,37.4852
126.8762,37.49422
126.8902,37.48806
126.8889,37.50531
126.8919,37.49599
126.8945,37.49571
126.8769,37.49948
126.8747,37.4983
126.8798,37.49637
126.8931,37.49446
126.9005,37.48439
126.8918,37.50767
126.8819,37.4874
126.8769,37.49159
126.8777,37.50375
126.8991,37.4864
126.8829,37.49101
126.8728,37.49793
126.8748,37.49662
126.8897,37.50272
126.8909,37.48521
126.8855,37.49913
126.8947,37.48254
126.89,37.49037
126.8882,37.48932
126.8868,37.50553
126.8835,37.49431
126.8979,37.48597
126.8728,37.48926
126.8869,37.5026
126.8915,37.48408
126.8705,37.49782
126.8863,37.49374
126.8763,37.48901
126.884,37.48733
126.8906,37.48808
126.8845,37.49095
126.8859,37.50231
126.8844,37.50008
126.8821,37.49697
126.8935,37.48573
126.8964,37.48378
126.8751,37.5054
126.88,37.49965
126.8771,37.49309
126.8774,37.50434
126.8738,37.49363
126.8897,37.48544
126.8815,37.49062
126.8799,37.49225
126.8752,37.4923
126.8923,37.50839
126.8813,37.48793
126.8922,37.49249
126.8984,37.48223
126.8933,37.49537
126.8867,37.48836
126.9006,37.48378
126.8839,37.48723
126.8893,37.49955
126.8866,37.49584
126.8844,37.50086
126.8739,37.49356
126.8862,37.48511
126.8786,37.48996
126.8929,37.49569
126.886,37.49467
126.8898,37.4889
126.8904,37.49757
126.8786,37.48665
126.8775,37.49594
126.8908,37.49976
126.8918,37.49952
126.888,37.50572
126.8829,37.50072
126.8775,37.49829
126.8814,37.49505
126.8769,37.48762
126.879,37.50009
126.9022,37.48397
126.8716,37.49767
126.8906,37.48767
126.8891,37.49338
126.8862,37.49457
126.8906,37.49364
126.8914,37.4991
126.8958,37.4888
126.8732,37.50107
126.8812,37.49665
126.8857,37.50248
126.8915,37.4888
126.8778,37.49745
126.8892,37.50642
126.8813,37.49775
126.8811,37.49015
126.8915,37.50276
126.8918,37.48575
126.8699,37.50146
126.8844,37.48714
126.8783,37.49385
126.8817,37.49439
126.9002,37.48462
126.8973,37.4806
126.8714,37.49287
126.8922,37.49802
126.8736,37.49248
126.8773,37.49995
126.8965,37.48132
126.8747,37.49875
126.8938,37.49113
126.8748,37.50376
126.89,37.49015
126.8733,37.49514
126.8905,37.48692
126.8854,37.48832
126.8874,37.49377
126.8824,37.4939
126.8723,37.50251
126.8839,37.49264
126.8855,37.48654
126.891,37.4968
126.8988,37.47987
126.8857,37.50344
126.8924,37.50125
126.8892,37.50428
126.8699,37.50031
126.8703,37.50202
126.8922,37.49406
126.875,37.50205
126.8755,37.49943
126.8855,37.48918
126.8903,37.50181
126.8895,37.50113
126.8934,37.49544
126.9013,37.48358
126.8699,37.49897
126.8753,37.50236
126.8908,37.49314
126.8974,37.48063
126.8766,37.49072
126.8804,37.49184
126.8855,37.49625
126.8883,37.49889
126.8931,37.48492
126.8695,37.49664
126.8816,37.50311
126.8839,37.4959
126.8915,37.5067
126.8838,37.49141
126.8949,37.48761
126.8773,37.50282
126.8964,37.48535
126.889,37.49582
126.8916,37.49872
126.8875,37.49918
126.8794,37.49791
126.8776,37.50441
126.8925,37.49538
126.8796,37.49873
126.8798,37.50229
126.8793,37.4906
126.8864,37.50339
126.8819,37.49647
126.8715,37.494
126.889,37.49704
126.8732,37.50136
126.8794,37.50084
126.8976,37.48384
126.8726,37.49912
126.889,37.49805
126.8825,37.50111
126.8842,37.50374
126.8707,37.4925
126.8934,37.5048
126.8769,37.48598
126.9018,37.4835
126.8989,37.48526
126.8922,37.48406
126.8925,37.49401
126.8742,37.49943
126.895,37.48846
126.8778,37.49318
126.8937,37.48645
126.8936,37.48782
126.8851,37.49147
126.8848,37.4925
126.8797,37.49438
126.8913,37.5071
126.8927,37.48542
